bin_HH,nEvents,Efficiencies
150,52,0.00104
200,150,0.003
250,145,0.0029
300,138,0.00276
350,158,0.00316
400,134,0.00268
450,113,0.00226
500,225,0.0045
600,172,0.00344
700,88,0.00176
800,89,0.00178
900,72,0.00144
1000,48,0.00096
1150,58,0.00116
