bin_HH,nEvents,Efficiencies
150,3,6e-05
200,17,0.00034
250,18,0.00036
300,17,0.00034
350,10,0.0002
400,8,0.00016
450,10,0.0002
500,12,0.00024
550,17,0.00034
650,41,0.00082
