bin_HH,nEvents,Efficiencies
50,1,2e-05
100,0,0
150,1,2e-05
200,1,2e-05
250,3,6e-05
300,3,6e-05
350,1,2e-05
400,1,2e-05
500,4,8e-05
600,15,0.0003
