bin_HH,nEvents,Efficiencies
50,40,0.0008
100,40,0.0008
150,30,0.0006
200,39,0.00078
250,37,0.00074
300,44,0.00088
350,34,0.00068
400,102,0.00204
500,98,0.00196
600,427,0.00854
