bin_HH,nEvents,Efficiencies
150,0,0
200,2,4e-05
250,1,2e-05
300,10,0.0002
350,12,0.00024
400,18,0.00036
450,19,0.00038
500,21,0.00042
550,49,0.00098
650,393,0.00786
