bin_HH,nEvents,Efficiencies
150,53,0.00106
200,125,0.0025
250,163,0.00326
300,129,0.00258
350,150,0.003
400,128,0.00256
450,109,0.00218
500,221,0.00442
600,172,0.00344
700,119,0.00238
800,104,0.00208
900,84,0.00168
1000,98,0.00196
1150,124,0.00248
