bin_HH,nEvents,Efficiencies
150,0,0
200,1,2e-05
250,4,8e-05
300,5,0.0001
350,6,0.00012
400,13,0.00026
450,17,0.00034
500,40,0.0008
600,31,0.00062
700,34,0.00068
800,33,0.00066
900,34,0.00068
1000,58,0.00116
1150,106,0.00212
