bin_HH,nEvents,Efficiencies
150,0,0
200,0,0
250,0,0
300,1,2e-05
350,0,0
400,0,0
450,0,0
500,2,4e-05
600,4,8e-05
700,8,0.00016
800,6,0.00012
900,11,0.00022
1000,16,0.00032
1150,38,0.00076
