Bin , nEvents , Efficiencies
152.41,1,2e-05
165.05,2,4e-05
178.75,4,8e-05
193.57,6,0.00012
209.63,9,0.00018
227.02,16,0.00032
245.86,18,0.00036
266.25,18,0.00036
288.34,32,0.00064
312.26,44,0.00088
338.16,75,0.0015
366.21,119,0.00238
396.59,149,0.00298
429.49,140,0.0028
465.12,162,0.00324
503.71,248,0.00496
545.49,260,0.0052
590.74,322,0.00644
639.75,375,0.0075
692.82,445,0.0089
750.29,574,0.01148
812.54,683,0.01366
879.94,822,0.01644
952.94,1031,0.02062
1032,1272,0.02544
1117.6,1405,0.0281
1210.3,1691,0.03382
1310.7,1929,0.03858
1419.4,2137,0.04274
1537.2,2365,0.0473
1664.7,2504,0.05008
1802.8,2479,0.04958
1952.4,2487,0.04974
2114.3,2237,0.04474
2289.7,2031,0.04062
2479.7,1634,0.03268
