Bin , nEvents , Efficiencies
152.41,1745,0.0349
165.05,1825,0.0365
178.75,1667,0.03334
193.57,1473,0.02946
209.63,1315,0.0263
227.02,1213,0.02426
245.86,1080,0.0216
266.25,985,0.0197
288.34,826,0.01652
312.26,768,0.01536
338.16,614,0.01228
366.21,581,0.01162
396.59,468,0.00936
429.49,398,0.00796
465.12,341,0.00682
503.71,300,0.006
545.49,245,0.0049
590.74,213,0.00426
639.75,169,0.00338
692.82,148,0.00296
750.29,120,0.0024
812.54,102,0.00204
879.94,70,0.0014
952.94,53,0.00106
1032,36,0.00072
1117.6,32,0.00064
1210.3,22,0.00044
1310.7,20,0.0004
1419.4,12,0.00024
1537.2,4,8e-05
1664.7,7,0.00014
1802.8,3,6e-05
1952.4,1,2e-05
2114.3,1,2e-05
2289.7,1,2e-05
2479.7,0,0
