bin_HH,nEvents,Efficiencies
150,40,0.0008
200,115,0.0023
250,106,0.00212
300,126,0.00252
350,151,0.00302
400,144,0.00288
450,133,0.00266
500,204,0.00408
600,168,0.00336
700,157,0.00314
800,111,0.00222
900,76,0.00152
1000,112,0.00224
1150,166,0.00332
