Bin , nEvents , Efficiencies
152.41,1891,0.03782
165.05,1864,0.03728
178.75,1689,0.03378
193.57,1623,0.03246
209.63,1540,0.0308
227.02,1336,0.02672
245.86,1277,0.02554
266.25,1092,0.02184
288.34,1082,0.02164
312.26,859,0.01718
338.16,779,0.01558
366.21,681,0.01362
396.59,590,0.0118
429.49,478,0.00956
465.12,462,0.00924
503.71,380,0.0076
545.49,312,0.00624
590.74,271,0.00542
639.75,207,0.00414
692.82,187,0.00374
750.29,139,0.00278
812.54,130,0.0026
879.94,88,0.00176
952.94,72,0.00144
1032,54,0.00108
1117.6,48,0.00096
1210.3,32,0.00064
1310.7,25,0.0005
1419.4,14,0.00028
1537.2,9,0.00018
1664.7,5,0.0001
1802.8,4,8e-05
1952.4,6,0.00012
2114.3,2,4e-05
2289.7,1,2e-05
2479.7,0,0
