bin_HH,nEvents,Efficiencies
150,9,0.00018
200,38,0.00076
250,49,0.00098
300,47,0.00094
350,44,0.00088
400,39,0.00078
450,40,0.0008
500,30,0.0006
550,42,0.00084
650,117,0.00234
