bin_HH,nEvents,Efficiencies
50,6,0.00012
70,8,0.00016
80,8,0.00016
90,13,0.00026
100,30,0.0006
120,35,0.0007
140,27,0.00054
160,31,0.00062
180,25,0.0005
200,26,0.00052
220,36,0.00072
240,37,0.00074
260,31,0.00062
280,31,0.00062
300,35,0.0007
320,38,0.00076
340,27,0.00054
360,56,0.00112
400,144,0.00288
500,118,0.00236
600,74,0.00148
700,73,0.00146
800,196,0.00392
