bin_HH,nEvents,Efficiencies
50,50,0.001
100,37,0.00074
150,53,0.00106
200,42,0.00084
250,60,0.0012
300,43,0.00086
350,49,0.00098
400,81,0.00162
500,98,0.00196
600,370,0.0074
