Bin , nEvents , Efficiencies
152.41,3,6e-05
165.05,0,0
178.75,1,2e-05
193.57,5,0.0001
209.63,9,0.00018
227.02,10,0.0002
245.86,17,0.00034
266.25,23,0.00046
288.34,43,0.00086
312.26,49,0.00098
338.16,81,0.00162
366.21,91,0.00182
396.59,130,0.0026
429.49,189,0.00378
465.12,183,0.00366
503.71,208,0.00416
545.49,270,0.0054
590.74,334,0.00668
639.75,374,0.00748
692.82,470,0.0094
750.29,585,0.0117
812.54,717,0.01434
879.94,896,0.01792
952.94,984,0.01968
1032,1195,0.0239
1117.6,1443,0.02886
1210.3,1620,0.0324
1310.7,1998,0.03996
1419.4,2184,0.04368
1537.2,2510,0.0502
1664.7,2636,0.05272
1802.8,2664,0.05328
1952.4,2716,0.05432
2114.3,2612,0.05224
2289.7,2420,0.0484
2479.7,2002,0.04004
