Bin , nEvents , Efficiencies
150,52,0.00104
160,58,0.00116
170,59,0.00118
180,55,0.0011
190,64,0.00128
200,128,0.00256
220,158,0.00316
240,174,0.00348
260,205,0.0041
280,195,0.0039
300,203,0.00406
320,231,0.00462
340,218,0.00436
360,231,0.00462
380,229,0.00458
400,270,0.0054
420,273,0.00546
440,249,0.00498
460,287,0.00574
480,298,0.00596
500,277,0.00554
520,270,0.0054
540,303,0.00606
560,289,0.00578
580,304,0.00608
600,421,0.00842
630,461,0.00922
660,495,0.0099
690,457,0.00914
720,457,0.00914
750,467,0.00934
780,450,0.009
810,432,0.00864
840,422,0.00844
870,449,0.00898
900,714,0.01428
950,679,0.01358
1000,682,0.01364
1050,652,0.01304
1100,629,0.01258
1150,621,0.01242
1200,583,0.01166
1250,675,0.0135
1310,630,0.0126
1370,584,0.01168
1430,499,0.00998
1490,531,0.01062
1550,477,0.00954
1610,477,0.00954
1680,480,0.0096
1750,433,0.00866
1820,394,0.00788
1890,423,0.00846
1970,353,0.00706
2050,309,0.00618
