Bin , nEvents , Efficiencies
150,49,0.00098
160,54,0.00108
170,73,0.00146
180,74,0.00148
190,74,0.00148
200,173,0.00346
220,185,0.0037
240,220,0.0044
260,223,0.00446
280,223,0.00446
300,236,0.00472
320,263,0.00526
340,239,0.00478
360,254,0.00508
380,288,0.00576
400,297,0.00594
420,310,0.0062
440,307,0.00614
460,325,0.0065
480,302,0.00604
500,337,0.00674
520,318,0.00636
540,333,0.00666
560,365,0.0073
580,351,0.00702
600,537,0.01074
630,516,0.01032
660,511,0.01022
690,531,0.01062
720,534,0.01068
750,567,0.01134
780,546,0.01092
810,572,0.01144
840,515,0.0103
870,509,0.01018
900,847,0.01694
950,840,0.0168
1000,746,0.01492
1050,705,0.0141
1100,667,0.01334
1150,636,0.01272
1200,595,0.0119
1250,690,0.0138
1310,594,0.01188
1370,487,0.00974
1430,519,0.01038
1490,459,0.00918
1550,393,0.00786
1610,401,0.00802
1680,365,0.0073
1750,340,0.0068
1820,268,0.00536
1890,281,0.00562
1970,232,0.00464
2050,174,0.00348
