Bin , nEvents , Efficiencies
152.41,1916,0.03832
165.05,1778,0.03556
178.75,1666,0.03332
193.57,1486,0.02972
209.63,1464,0.02928
227.02,1299,0.02598
245.86,1159,0.02318
266.25,997,0.01994
288.34,846,0.01692
312.26,803,0.01606
338.16,659,0.01318
366.21,612,0.01224
396.59,477,0.00954
429.49,424,0.00848
465.12,398,0.00796
503.71,325,0.0065
545.49,268,0.00536
590.74,239,0.00478
639.75,163,0.00326
692.82,151,0.00302
750.29,123,0.00246
812.54,107,0.00214
879.94,90,0.0018
952.94,61,0.00122
1032,48,0.00096
1117.6,41,0.00082
1210.3,29,0.00058
1310.7,20,0.0004
1419.4,11,0.00022
1537.2,7,0.00014
1664.7,6,0.00012
1802.8,4,8e-05
1952.4,3,6e-05
2114.3,3,6e-05
2289.7,2,4e-05
2479.7,0,0
