bin_HH,nEvents,Efficiencies
50,5,0.0001
70,1,2e-05
80,16,0.00032
90,12,0.00024
100,31,0.00062
120,39,0.00078
140,46,0.00092
160,44,0.00088
180,37,0.00074
200,41,0.00082
220,33,0.00066
240,36,0.00072
260,45,0.0009
280,45,0.0009
300,47,0.00094
320,35,0.0007
340,36,0.00072
360,70,0.0014
400,131,0.00262
500,117,0.00234
600,121,0.00242
700,63,0.00126
800,137,0.00274
