Bin , nEvents , Efficiencies
152.41,66,0.00132
165.05,101,0.00202
178.75,129,0.00258
193.57,163,0.00326
209.63,208,0.00416
227.02,194,0.00388
245.86,241,0.00482
266.25,281,0.00562
288.34,393,0.00786
312.26,420,0.0084
338.16,495,0.0099
366.21,642,0.01284
396.59,725,0.0145
429.49,798,0.01596
465.12,984,0.01968
503.71,1199,0.02398
545.49,1327,0.02654
590.74,1538,0.03076
639.75,1758,0.03516
692.82,1838,0.03676
750.29,1979,0.03958
812.54,2092,0.04184
879.94,2227,0.04454
952.94,2208,0.04416
1032,2190,0.0438
1117.6,2136,0.04272
1210.3,1889,0.03778
1310.7,1789,0.03578
1419.4,1563,0.03126
1537.2,1342,0.02684
1664.7,1087,0.02174
1802.8,929,0.01858
1952.4,693,0.01386
2114.3,548,0.01096
2289.7,355,0.0071
2479.7,282,0.00564
