bin_HH,nEvents,Efficiencies
50,2,4e-05
70,7,0.00014
80,7,0.00014
90,13,0.00026
100,42,0.00084
120,39,0.00078
140,32,0.00064
160,42,0.00084
180,34,0.00068
200,34,0.00068
220,38,0.00076
240,38,0.00076
260,25,0.0005
280,40,0.0008
300,26,0.00052
320,35,0.0007
340,32,0.00064
360,57,0.00114
400,160,0.0032
500,119,0.00238
600,93,0.00186
700,80,0.0016
800,203,0.00406
