bin_HH,nEvents,Efficiencies
150,1,2e-05
200,3,6e-05
250,2,4e-05
300,4,8e-05
350,4,8e-05
400,5,0.0001
450,7,0.00014
500,3,6e-05
550,4,8e-05
650,23,0.00046
