Bin , nEvents , Efficiencies
152.41,1,2e-05
165.05,1,2e-05
178.75,3,6e-05
193.57,4,8e-05
209.63,5,0.0001
227.02,14,0.00028
245.86,12,0.00024
266.25,18,0.00036
288.34,26,0.00052
312.26,37,0.00074
338.16,63,0.00126
366.21,84,0.00168
396.59,113,0.00226
429.49,119,0.00238
465.12,173,0.00346
503.71,199,0.00398
545.49,247,0.00494
590.74,273,0.00546
639.75,338,0.00676
692.82,434,0.00868
750.29,508,0.01016
812.54,601,0.01202
879.94,743,0.01486
952.94,909,0.01818
1032,1051,0.02102
1117.6,1324,0.02648
1210.3,1572,0.03144
1310.7,1871,0.03742
1419.4,2202,0.04404
1537.2,2429,0.04858
1664.7,2645,0.0529
1802.8,2803,0.05606
1952.4,2856,0.05712
2114.3,2814,0.05628
2289.7,2524,0.05048
2479.7,2219,0.04438
