bin_HH,nEvents,Efficiencies
150,1,2e-05
200,3,6e-05
250,3,6e-05
300,4,8e-05
350,4,8e-05
400,1,2e-05
450,2,4e-05
500,2,4e-05
550,2,4e-05
650,12,0.00024
