Bin , nEvents , Efficiencies
150,2,4e-05
160,1,2e-05
170,0,0
180,0,0
190,0,0
200,1,2e-05
220,2,4e-05
240,4,8e-05
260,2,4e-05
280,1,2e-05
300,6,0.00012
320,6,0.00012
340,6,0.00012
360,12,0.00024
380,7,0.00014
400,18,0.00036
420,16,0.00032
440,20,0.0004
460,24,0.00048
480,36,0.00072
500,30,0.0006
520,31,0.00062
540,31,0.00062
560,42,0.00084
580,46,0.00092
600,73,0.00146
630,65,0.0013
660,68,0.00136
690,76,0.00152
720,100,0.002
750,87,0.00174
780,98,0.00196
810,107,0.00214
840,103,0.00206
870,109,0.00218
900,196,0.00392
950,200,0.004
1000,193,0.00386
1050,236,0.00472
1100,238,0.00476
1150,273,0.00546
1200,287,0.00574
1250,315,0.0063
1310,410,0.0082
1370,398,0.00796
1430,426,0.00852
1490,459,0.00918
1550,451,0.00902
1610,599,0.01198
1680,624,0.01248
1750,662,0.01324
1820,626,0.01252
1890,724,0.01448
1970,762,0.01524
2050,733,0.01466
