bin_HH,nEvents,Efficiencies
50,5,0.0001
70,9,0.00018
80,10,0.0002
90,17,0.00034
100,29,0.00058
120,23,0.00046
140,31,0.00062
160,42,0.00084
180,33,0.00066
200,40,0.0008
220,34,0.00068
240,36,0.00072
260,41,0.00082
280,36,0.00072
300,29,0.00058
320,29,0.00058
340,33,0.00066
360,66,0.00132
400,137,0.00274
500,115,0.0023
600,93,0.00186
700,73,0.00146
800,234,0.00468
