Bin , nEvents , Efficiencies
150,31,0.00062
160,21,0.00042
170,40,0.0008
180,53,0.00106
190,44,0.00088
200,93,0.00186
220,125,0.0025
240,135,0.0027
260,135,0.0027
280,159,0.00318
300,161,0.00322
320,178,0.00356
340,153,0.00306
360,188,0.00376
380,181,0.00362
400,239,0.00478
420,212,0.00424
440,240,0.0048
460,233,0.00466
480,257,0.00514
500,244,0.00488
520,273,0.00546
540,314,0.00628
560,322,0.00644
580,322,0.00644
600,475,0.0095
630,490,0.0098
660,480,0.0096
690,515,0.0103
720,565,0.0113
750,499,0.00998
780,541,0.01082
810,559,0.01118
840,509,0.01018
870,534,0.01068
900,832,0.01664
950,916,0.01832
1000,810,0.0162
1050,829,0.01658
1100,775,0.0155
1150,772,0.01544
1200,680,0.0136
1250,753,0.01506
1310,727,0.01454
1370,652,0.01304
1430,606,0.01212
1490,554,0.01108
1550,489,0.00978
1610,516,0.01032
1680,454,0.00908
1750,393,0.00786
1820,335,0.0067
1890,332,0.00664
1970,302,0.00604
2050,242,0.00484
