Bin , nEvents , Efficiencies
150,1267,0.02534
160,1064,0.02128
170,978,0.01956
180,778,0.01556
190,746,0.01492
200,1168,0.02336
220,961,0.01922
240,783,0.01566
260,669,0.01338
280,522,0.01044
300,488,0.00976
320,411,0.00822
340,309,0.00618
360,273,0.00546
380,253,0.00506
400,220,0.0044
420,178,0.00356
440,159,0.00318
460,134,0.00268
480,112,0.00224
500,110,0.0022
520,91,0.00182
540,84,0.00168
560,74,0.00148
580,56,0.00112
600,76,0.00152
630,85,0.0017
660,56,0.00112
690,50,0.001
720,65,0.0013
750,37,0.00074
780,26,0.00052
810,21,0.00042
840,25,0.0005
870,19,0.00038
900,24,0.00048
950,28,0.00056
1000,22,0.00044
1050,17,0.00034
1100,16,0.00032
1150,14,0.00028
1200,7,0.00014
1250,9,0.00018
1310,2,4e-05
1370,3,6e-05
1430,4,8e-05
1490,5,0.0001
1550,2,4e-05
1610,3,6e-05
1680,5,0.0001
1750,5,0.0001
1820,1,2e-05
1890,1,2e-05
1970,0,0
2050,0,0
