bin_HH,nEvents,Efficiencies
150,73,0.00146
200,139,0.00278
250,111,0.00222
300,67,0.00134
350,63,0.00126
400,51,0.00102
450,44,0.00088
500,49,0.00098
600,34,0.00068
700,30,0.0006
800,13,0.00026
900,8,0.00016
1000,13,0.00026
1150,5,0.0001
