Bin , nEvents , Efficiencies
152.41,12,0.00024
165.05,12,0.00024
178.75,17,0.00034
193.57,21,0.00042
209.63,31,0.00062
227.02,47,0.00094
245.86,69,0.00138
266.25,109,0.00218
288.34,116,0.00232
312.26,157,0.00314
338.16,185,0.0037
366.21,245,0.0049
396.59,288,0.00576
429.49,313,0.00626
465.12,376,0.00752
503.71,421,0.00842
545.49,518,0.01036
590.74,592,0.01184
639.75,737,0.01474
692.82,880,0.0176
750.29,1087,0.02174
812.54,1214,0.02428
879.94,1393,0.02786
952.94,1629,0.03258
1032,1893,0.03786
1117.6,2053,0.04106
1210.3,2226,0.04452
1310.7,2348,0.04696
1419.4,2572,0.05144
1537.2,2465,0.0493
1664.7,2475,0.0495
1802.8,2290,0.0458
1952.4,2062,0.04124
2114.3,1821,0.03642
2289.7,1360,0.0272
2479.7,1113,0.02226
