bin_HH,nEvents,Efficiencies
50,22,0.00044
100,39,0.00078
150,52,0.00104
200,45,0.0009
250,37,0.00074
300,29,0.00058
350,24,0.00048
400,32,0.00064
500,28,0.00056
600,71,0.00142
