bin_HH,nEvents,Efficiencies
150,0,0
200,1,2e-05
250,1,2e-05
300,1,2e-05
350,1,2e-05
400,4,8e-05
450,6,0.00012
500,6,0.00012
550,22,0.00044
650,301,0.00602
