bin_HH,nEvents,Efficiencies
150,0,0
200,0,0
250,0,0
300,0,0
350,1,2e-05
400,0,0
450,5,0.0001
500,7,0.00014
600,9,0.00018
700,12,0.00024
800,14,0.00028
900,16,0.00032
1000,28,0.00056
1150,36,0.00072
