bin_HH,nEvents,Efficiencies
150,0,0
200,0,0
250,2,4e-05
300,4,8e-05
350,2,4e-05
400,9,0.00018
450,12,0.00024
500,13,0.00026
550,38,0.00076
650,351,0.00702
