Bin , nEvents , Efficiencies
152.41,61,0.00122
165.05,75,0.0015
178.75,104,0.00208
193.57,137,0.00274
209.63,135,0.0027
227.02,171,0.00342
245.86,227,0.00454
266.25,255,0.0051
288.34,336,0.00672
312.26,339,0.00678
338.16,416,0.00832
366.21,508,0.01016
396.59,535,0.0107
429.49,606,0.01212
465.12,722,0.01444
503.71,821,0.01642
545.49,946,0.01892
590.74,987,0.01974
639.75,1122,0.02244
692.82,1287,0.02574
750.29,1367,0.02734
812.54,1496,0.02992
879.94,1639,0.03278
952.94,1737,0.03474
1032,1812,0.03624
1117.6,1826,0.03652
1210.3,1869,0.03738
1310.7,1964,0.03928
1419.4,1813,0.03626
1537.2,1777,0.03554
1664.7,1755,0.0351
1802.8,1581,0.03162
1952.4,1465,0.0293
2114.3,1209,0.02418
2289.7,1014,0.02028
2479.7,866,0.01732
