bin_HH,nEvents,Efficiencies
150,0,0
200,4,8e-05
250,4,8e-05
300,3,6e-05
350,3,6e-05
400,4,8e-05
450,2,4e-05
500,2,4e-05
550,5,0.0001
650,15,0.0003
