bin_HH,nEvents,Efficiencies
50,4,8e-05
100,7,0.00014
150,7,0.00014
200,4,8e-05
250,9,0.00018
300,5,0.0001
350,10,0.0002
400,9,0.00018
500,8,0.00016
600,47,0.00094
