bin_HH,nEvents,Efficiencies
150,0,0
200,1,2e-05
250,0,0
300,1,2e-05
350,6,0.00012
400,6,0.00012
450,6,0.00012
500,18,0.00036
600,26,0.00052
700,40,0.0008
800,37,0.00074
900,43,0.00086
1000,68,0.00136
1150,119,0.00238
