bin_HH,nEvents,Efficiencies
50,7,0.00014
70,12,0.00024
80,22,0.00044
90,22,0.00044
100,60,0.0012
120,52,0.00104
140,46,0.00092
160,66,0.00132
180,48,0.00096
200,44,0.00088
220,48,0.00096
240,35,0.0007
260,45,0.0009
280,34,0.00068
300,34,0.00068
320,31,0.00062
340,32,0.00064
360,56,0.00112
400,108,0.00216
500,91,0.00182
600,71,0.00142
700,46,0.00092
800,100,0.002
