bin_HH,nEvents,Efficiencies
50,9,0.00018
70,29,0.00058
80,48,0.00096
90,58,0.00116
100,117,0.00234
120,103,0.00206
140,72,0.00144
160,48,0.00096
180,43,0.00086
200,40,0.0008
220,35,0.0007
240,42,0.00084
260,39,0.00078
280,21,0.00042
300,21,0.00042
320,21,0.00042
340,12,0.00024
360,27,0.00054
400,43,0.00086
500,27,0.00054
600,14,0.00028
700,10,0.0002
800,10,0.0002
