Bin , nEvents , Efficiencies
150,5,0.0001
160,6,0.00012
170,7,0.00014
180,12,0.00024
190,13,0.00026
200,28,0.00056
220,34,0.00068
240,37,0.00074
260,45,0.0009
280,55,0.0011
300,67,0.00134
320,81,0.00162
340,79,0.00158
360,87,0.00174
380,88,0.00176
400,85,0.0017
420,108,0.00216
440,103,0.00206
460,112,0.00224
480,106,0.00212
500,136,0.00272
520,125,0.0025
540,140,0.0028
560,153,0.00306
580,133,0.00266
600,232,0.00464
630,216,0.00432
660,219,0.00438
690,237,0.00474
720,231,0.00462
750,253,0.00506
780,258,0.00516
810,265,0.0053
840,292,0.00584
870,291,0.00582
900,456,0.00912
950,495,0.0099
1000,486,0.00972
1050,521,0.01042
1100,471,0.00942
1150,486,0.00972
1200,524,0.01048
1250,624,0.01248
1310,600,0.012
1370,618,0.01236
1430,589,0.01178
1490,539,0.01078
1550,609,0.01218
1610,661,0.01322
1680,607,0.01214
1750,633,0.01266
1820,599,0.01198
1890,688,0.01376
1970,654,0.01308
2050,623,0.01246
