bin_HH,nEvents,Efficiencies
50,0,0
70,8,0.00016
80,8,0.00016
90,14,0.00028
100,40,0.0008
120,38,0.00076
140,48,0.00096
160,43,0.00086
180,41,0.00082
200,38,0.00076
220,30,0.0006
240,31,0.00062
260,43,0.00086
280,27,0.00054
300,39,0.00078
320,48,0.00096
340,31,0.00062
360,62,0.00124
400,136,0.00272
500,120,0.0024
600,85,0.0017
700,63,0.00126
800,204,0.00408
