bin_HH,nEvents,Efficiencies
150,23,0.00046
200,23,0.00046
250,22,0.00044
300,12,0.00024
350,15,0.0003
400,7,0.00014
450,6,0.00012
500,6,0.00012
550,3,6e-05
650,1,2e-05
