bin_HH,nEvents,Efficiencies
50,2,4e-05
100,3,6e-05
150,3,6e-05
200,7,0.00014
250,4,8e-05
300,9,0.00018
350,2,4e-05
400,4,8e-05
500,3,6e-05
600,47,0.00094
