bin_HH,nEvents,Efficiencies
150,0,0
200,0,0
250,2,4e-05
300,4,8e-05
350,5,0.0001
400,9,0.00018
450,4,8e-05
500,19,0.00038
600,29,0.00058
700,33,0.00066
800,39,0.00078
900,43,0.00086
1000,81,0.00162
1150,146,0.00292
