bin_HH,nEvents,Efficiencies
50,23,0.00046
70,11,0.00022
80,15,0.0003
90,11,0.00022
100,16,0.00032
120,9,0.00018
140,15,0.0003
160,14,0.00028
180,20,0.0004
200,11,0.00022
220,13,0.00026
240,13,0.00026
260,12,0.00024
280,11,0.00022
300,9,0.00018
320,14,0.00028
340,13,0.00026
360,26,0.00052
400,61,0.00122
500,38,0.00076
600,60,0.0012
700,40,0.0008
800,199,0.00398
