bin_HH,nEvents,Efficiencies
150,1,2e-05
200,5,0.0001
250,1,2e-05
300,4,8e-05
350,0,0
400,1,2e-05
450,6,0.00012
500,3,6e-05
550,9,0.00018
650,10,0.0002
