Bin , nEvents , Efficiencies
150,217,0.00434
160,179,0.00358
170,181,0.00362
180,211,0.00422
190,207,0.00414
200,409,0.00818
220,432,0.00864
240,482,0.00964
260,442,0.00884
280,478,0.00956
300,471,0.00942
320,459,0.00918
340,501,0.01002
360,447,0.00894
380,444,0.00888
400,443,0.00886
420,454,0.00908
440,440,0.0088
460,437,0.00874
480,401,0.00802
500,414,0.00828
520,411,0.00822
540,404,0.00808
560,381,0.00762
580,370,0.0074
600,547,0.01094
630,520,0.0104
660,505,0.0101
690,455,0.0091
720,488,0.00976
750,455,0.0091
780,410,0.0082
810,428,0.00856
840,430,0.0086
870,367,0.00734
900,597,0.01194
950,532,0.01064
1000,519,0.01038
1050,496,0.00992
1100,419,0.00838
1150,388,0.00776
1200,369,0.00738
1250,361,0.00722
1310,345,0.0069
1370,330,0.0066
1430,279,0.00558
1490,257,0.00514
1550,248,0.00496
1610,250,0.005
1680,204,0.00408
1750,205,0.0041
1820,170,0.0034
1890,182,0.00364
1970,158,0.00316
2050,125,0.0025
