bin_HH,nEvents,Efficiencies
150,0,0
200,0,0
250,0,0
300,0,0
350,1,2e-05
400,0,0
450,0,0
500,1,2e-05
600,3,6e-05
700,6,0.00012
800,8,0.00016
900,8,0.00016
1000,18,0.00036
1150,59,0.00118
