Bin , nEvents , Efficiencies
150,5,0.0001
160,13,0.00026
170,14,0.00028
180,4,8e-05
190,9,0.00018
200,35,0.0007
220,51,0.00102
240,46,0.00092
260,70,0.0014
280,82,0.00164
300,74,0.00148
320,80,0.0016
340,96,0.00192
360,100,0.002
380,104,0.00208
400,134,0.00268
420,113,0.00226
440,138,0.00276
460,144,0.00288
480,125,0.0025
500,141,0.00282
520,159,0.00318
540,152,0.00304
560,145,0.0029
580,143,0.00286
600,240,0.0048
630,246,0.00492
660,262,0.00524
690,268,0.00536
720,274,0.00548
750,261,0.00522
780,293,0.00586
810,297,0.00594
840,322,0.00644
870,295,0.0059
900,530,0.0106
950,506,0.01012
1000,523,0.01046
1050,570,0.0114
1100,499,0.00998
1150,539,0.01078
1200,528,0.01056
1250,610,0.0122
1310,647,0.01294
1370,601,0.01202
1430,579,0.01158
1490,612,0.01224
1550,571,0.01142
1610,610,0.0122
1680,676,0.01352
1750,651,0.01302
1820,595,0.0119
1890,700,0.014
1970,576,0.01152
2050,574,0.01148
